date,ticker,price,fcfps_ttm,p_to_fcf,quarter_end
2020-02-05,ABBV,86.63,8.589105581708138,10.086032727842154,2020-03-31
2020-02-06,ABBV,87.18,8.589105581708138,10.150067334794864,2020-03-31
2020-02-07,ABBV,92.29,8.589105581708138,10.745007046664579,2020-03-31
2020-02-10,ABBV,94.75,8.589105581708138,11.031416379580332,2020-03-31
2020-02-11,ABBV,96.0,8.589105581708138,11.176949577200125,2020-03-31
2020-02-12,ABBV,97.79,8.589105581708138,11.38535311619167,2020-03-31
2020-02-13,ABBV,95.35,8.589105581708138,11.101272314437832,2020-03-31
2020-02-14,ABBV,94.05,8.589105581708138,10.949917788913247,2020-03-31
2020-02-18,ABBV,93.61,8.589105581708138,10.898690103351079,2020-03-31
2020-02-19,ABBV,94.14,8.589105581708138,10.960396179141872,2020-03-31
2020-02-20,ABBV,94.23,8.589105581708138,10.970874569370498,2020-03-31
2020-02-21,ABBV,94.96,8.589105581708138,11.055865956780456,2020-03-31
2020-02-24,ABBV,93.14,8.589105581708138,10.843969621046037,2020-03-31
2020-02-25,ABBV,89.18,8.589105581708138,10.382920450986534,2020-03-31
2020-02-26,ABBV,88.41,8.589105581708138,10.29327200125274,2020-03-31
2020-02-27,ABBV,85.42,8.589105581708138,9.945156592546194,2020-03-31
2020-02-28,ABBV,85.71,8.589105581708138,9.978920294393985,2020-03-31
2020-03-02,ABBV,88.69,8.589105581708138,10.325871437519574,2020-03-31
2020-03-03,ABBV,87.57,8.589105581708138,10.195473692452238,2020-03-31
2020-03-04,ABBV,91.75,8.589105581708138,10.682136705292827,2020-03-31
2020-03-05,ABBV,90.61,8.589105581708138,10.549410429063576,2020-03-31
2020-03-06,ABBV,88.82,8.589105581708138,10.34100689007203,2020-03-31
2020-03-09,ABBV,85.27,8.589105581708138,9.92769260883182,2020-03-31
2020-03-10,ABBV,87.53,8.589105581708138,10.190816630128406,2020-03-31
2020-03-11,ABBV,84.85,8.589105581708138,9.878793454431568,2020-03-31
2020-03-12,ABBV,78.61,8.589105581708138,9.15229173191356,2020-03-31
2020-03-13,ABBV,85.37,8.589105581708138,9.939335264641404,2020-03-31
2020-03-16,ABBV,74.27,8.589105581708138,8.647000469777637,2020-03-31
2020-03-17,ABBV,73.02,8.589105581708138,8.501467272157845,2020-03-31
2020-03-18,ABBV,71.03,8.589105581708138,8.269778421547134,2020-03-31
2020-03-19,ABBV,71.06,8.589105581708138,8.27327121829001,2020-03-31
2020-03-20,ABBV,68.82,8.589105581708138,8.012475728155339,2020-03-31
2020-03-23,ABBV,64.5,8.589105581708138,7.509512997181334,2020-03-31
2020-03-24,ABBV,67.49,8.589105581708138,7.857628405887879,2020-03-31
2020-03-25,ABBV,67.91,8.589105581708138,7.906527560288129,2020-03-31
2020-03-26,ABBV,73.83,8.589105581708138,8.595772784215471,2020-03-31
2020-03-27,ABBV,72.67,8.589105581708138,8.460717976824302,2020-03-31
2020-03-30,ABBV,75.24,8.589105581708138,8.759934231130597,2020-03-31
2020-03-31,ABBV,76.19,9.132075471698114,8.343119834710743,2020-03-31
2022-04-01,ABBV,162.68,12.399887514060742,13.11947385131764,2022-06-30
2022-04-04,ABBV,161.89,12.399887514060742,13.055763595954097,2022-06-30
2022-04-05,ABBV,163.43,12.399887514060742,13.179958270966573,2022-06-30
2022-04-06,ABBV,168.91,12.399887514060742,13.6218977638681,2022-06-30
2022-04-07,ABBV,173.28,12.399887514060742,13.97432031568921,2022-06-30
2022-04-08,ABBV,174.96,12.399887514060742,14.109805415702818,2022-06-30
2022-04-11,ABBV,169.83,12.399887514060742,13.696091985304124,2022-06-30
2022-04-12,ABBV,167.31,12.399887514060742,13.492864335283713,2022-06-30
2022-04-13,ABBV,158.95,12.399887514060742,12.818664670930286,2022-06-30
2022-04-14,ABBV,162.31,12.399887514060742,13.0896348709575,2022-06-30
2022-04-18,ABBV,159.36,12.399887514060742,12.851729487005036,2022-06-30
2022-04-19,ABBV,156.35,12.399887514060742,12.608985349480655,2022-06-30
2022-04-20,ABBV,156.7,12.399887514060742,12.63721141198349,2022-06-30
2022-04-21,ABBV,158.52,12.399887514060742,12.783986936998232,2022-06-30
2022-04-22,ABBV,154.99,12.399887514060742,12.499306935183926,2022-06-30
2022-04-25,ABBV,156.3,12.399887514060742,12.604953054837393,2022-06-30
2022-04-26,ABBV,156.18,12.399887514060742,12.595275547693564,2022-06-30
2022-04-27,ABBV,157.62,12.399887514060742,12.711405633419513,2022-06-30
2022-04-28,ABBV,156.31,12.399887514060742,12.605759513766046,2022-06-30
2022-04-29,ABBV,146.88,12.399887514060742,11.845268744046809,2022-06-30
2022-05-02,ABBV,147.87,12.399887514060742,11.9251081779834,2022-06-30
2022-05-03,ABBV,149.6,12.399887514060742,12.064625572640269,2022-06-30
2022-05-04,ABBV,151.59,12.399887514060742,12.225110899442102,2022-06-30
2022-05-05,ABBV,152.18,12.399887514060742,12.272691976232595,2022-06-30
2022-05-06,ABBV,152.83,12.399887514060742,12.325111806595002,2022-06-30
2022-05-09,ABBV,150.96,12.399887514060742,12.174303986937,2022-06-30
2022-05-10,ABBV,152.09,12.399887514060742,12.265433845874723,2022-06-30
2022-05-11,ABBV,151.96,12.399887514060742,12.254949879802242,2022-06-30
2022-05-12,ABBV,154.29,12.399887514060742,12.442854810178256,2022-06-30
2022-05-13,ABBV,153.5,12.399887514060742,12.379144554814715,2022-06-30
2022-05-16,ABBV,155.47,12.399887514060742,12.538016963759242,2022-06-30
2022-05-17,ABBV,154.78,12.399887514060742,12.482371297682224,2022-06-30
2022-05-18,ABBV,152.43,12.399887514060742,12.292853449448906,2022-06-30
2022-05-19,ABBV,151.72,12.399887514060742,12.235594865514583,2022-06-30
2022-05-20,ABBV,151.01,12.399887514060742,12.17833628158026,2022-06-30
2022-05-23,ABBV,148.03,12.399887514060742,11.938011520841838,2022-06-30
2022-05-24,ABBV,149.11,12.399887514060742,12.0251090851363,2022-06-30
2022-05-25,ABBV,151.96,12.399887514060742,12.254949879802242,2022-06-30
2022-05-26,ABBV,150.57,12.399887514060742,12.142852088719554,2022-06-30
2022-05-27,ABBV,150.0,12.399887514060742,12.096883929786365,2022-06-30
2022-05-31,ABBV,147.37,12.399887514060742,11.88478523155078,2022-06-30
2022-06-01,ABBV,146.02,12.399887514060742,11.775913276182703,2022-06-30
2022-06-02,ABBV,146.75,12.399887514060742,11.834784777974328,2022-06-30
2022-06-03,ABBV,147.17,12.399887514060742,11.868656052977729,2022-06-30
2022-06-06,ABBV,146.53,12.399887514060742,11.817042681543974,2022-06-30
2022-06-07,ABBV,149.14,12.399887514060742,12.027528461922255,2022-06-30
2022-06-08,ABBV,149.25,12.399887514060742,12.036399510137434,2022-06-30
2022-06-09,ABBV,145.43,12.399887514060742,11.728332199392208,2022-06-30
2022-06-10,ABBV,143.2,12.399887514060742,11.548491858302716,2022-06-30
2022-06-13,ABBV,139.42,12.399887514060742,11.243650383272099,2022-06-30
2022-06-14,ABBV,137.62,12.399887514060742,11.098487776114665,2022-06-30
2022-06-15,ABBV,138.09,12.399887514060742,11.136391345761329,2022-06-30
2022-06-16,ABBV,139.15,12.399887514060742,11.221875992198486,2022-06-30
2022-06-17,ABBV,138.28,12.399887514060742,11.151714065405725,2022-06-30
2022-06-21,ABBV,143.47,12.399887514060742,11.570266249376333,2022-06-30
2022-06-22,ABBV,147.56,12.399887514060742,11.900107951195174,2022-06-30
2022-06-23,ABBV,149.45,12.399887514060742,12.052528688710481,2022-06-30
2022-06-24,ABBV,152.34,12.399887514060742,12.285595319091033,2022-06-30
2022-06-27,ABBV,153.14,12.399887514060742,12.350112033383226,2022-06-30
2022-06-28,ABBV,152.49,12.399887514060742,12.29769220302082,2022-06-30
2022-06-29,ABBV,154.14,12.399887514060742,12.430757926248468,2022-06-30
2022-06-30,ABBV,153.16,12.507882882882884,12.245077878815161,2022-06-30
2022-07-01,ABBV,153.8,12.507882882882884,12.296245610876024,2022-09-30
2022-07-05,ABBV,153.93,12.507882882882884,12.306639056450887,2022-09-30
2022-07-06,ABBV,152.53,12.507882882882884,12.19470964256775,2022-09-30
2022-07-07,ABBV,152.0,12.507882882882884,12.152336364454847,2022-09-30
2022-07-08,ABBV,152.85,12.507882882882884,12.22029350859818,2022-09-30
2022-07-11,ABBV,153.23,12.507882882882884,12.250674349509318,2022-09-30
2022-07-12,ABBV,152.46,12.507882882882884,12.189113171873593,2022-09-30
2022-07-13,ABBV,152.15,12.507882882882884,12.164328801656612,2022-09-30
2022-07-14,ABBV,150.44,12.507882882882884,12.027615017556496,2022-09-30
2022-07-15,ABBV,153.62,12.507882882882884,12.281854686233906,2022-09-30
2022-07-18,ABBV,149.57,12.507882882882884,11.95805888178626,2022-09-30
2022-07-19,ABBV,149.74,12.507882882882884,11.971650310614928,2022-09-30
2022-07-20,ABBV,147.69,12.507882882882884,11.807753668857476,2022-09-30
2022-07-21,ABBV,147.75,12.507882882882884,11.812550643738183,2022-09-30
2022-07-22,ABBV,148.47,12.507882882882884,11.870114342306653,2022-09-30
2022-07-25,ABBV,150.22,12.507882882882884,12.010026109660574,2022-09-30
2022-07-26,ABBV,150.87,12.507882882882884,12.061993337534888,2022-09-30
2022-07-27,ABBV,151.15,12.507882882882884,12.084379220311515,2022-09-30
2022-07-28,ABBV,149.75,12.507882882882884,11.972449806428378,2022-09-30
2022-07-29,ABBV,143.51,12.507882882882884,11.473564418834968,2022-09-30
2022-08-01,ABBV,140.22,12.507882882882884,11.210530296209598,2022-09-30
2022-08-02,ABBV,140.39,12.507882882882884,11.224121725038263,2022-09-30
2022-08-03,ABBV,141.2,12.507882882882884,11.288880885927792,2022-09-30
2022-08-04,ABBV,138.92,12.507882882882884,11.106595840460969,2022-09-30
2022-08-05,ABBV,138.04,12.507882882882884,11.036240208877283,2022-09-30
2022-08-08,ABBV,140.34,12.507882882882884,11.220124245971009,2022-09-30
2022-08-09,ABBV,140.25,12.507882882882884,11.21292878364995,2022-09-30
2022-08-10,ABBV,140.94,12.507882882882884,11.268093994778067,2022-09-30
2022-08-11,ABBV,142.08,12.507882882882884,11.35923651751148,2022-09-30
2022-08-12,ABBV,142.6,12.507882882882884,11.40081029981093,2022-09-30
2022-08-15,ABBV,142.29,12.507882882882884,11.376025929593949,2022-09-30
2022-08-16,ABBV,142.55,12.507882882882884,11.396812820743675,2022-09-30
2022-08-17,ABBV,141.44,12.507882882882884,11.308068785450615,2022-09-30
2022-08-18,ABBV,141.29,12.507882882882884,11.296076348248851,2022-09-30
2022-08-19,ABBV,141.85,12.507882882882884,11.340848113802105,2022-09-30
2022-08-22,ABBV,140.34,12.507882882882884,11.220124245971009,2022-09-30
2022-08-23,ABBV,139.02,12.507882882882884,11.114590798595481,2022-09-30
2022-08-24,ABBV,137.91,12.507882882882884,11.025846763302422,2022-09-30
2022-08-25,ABBV,139.33,12.507882882882884,11.13937516881246,2022-09-30
2022-08-26,ABBV,136.35,12.507882882882884,10.901125416404069,2022-09-30
2022-08-29,ABBV,135.71,12.507882882882884,10.849957684343208,2022-09-30
2022-08-30,ABBV,135.55,12.507882882882884,10.837165751327992,2022-09-30
2022-08-31,ABBV,134.46,12.507882882882884,10.750020707661834,2022-09-30
2022-09-01,ABBV,138.45,12.507882882882884,11.069019537228773,2022-09-30
2022-09-02,ABBV,136.28,12.507882882882884,10.895528945709913,2022-09-30
2022-09-06,ABBV,137.59,12.507882882882884,11.00026289727199,2022-09-30
2022-09-07,ABBV,138.71,12.507882882882884,11.0898064283785,2022-09-30
2022-09-08,ABBV,140.52,12.507882882882884,11.234515170613127,2022-09-30
2022-09-09,ABBV,141.42,12.507882882882884,11.306469793823712,2022-09-30
2022-09-12,ABBV,142.24,12.507882882882884,11.372028450526695,2022-09-30
2022-09-13,ABBV,138.53,12.507882882882884,11.075415503736382,2022-09-30
2022-09-14,ABBV,139.55,12.507882882882884,11.156964076708382,2022-09-30
2022-09-15,ABBV,142.51,12.507882882882884,11.39361483748987,2022-09-30
2022-09-16,ABBV,144.06,12.507882882882884,11.517536688574772,2022-09-30
2022-09-19,ABBV,142.66,12.507882882882884,11.405607274691635,2022-09-30
2022-09-20,ABBV,141.77,12.507882882882884,11.334452147294499,2022-09-30
2022-09-21,ABBV,140.31,12.507882882882884,11.217725758530657,2022-09-30
2022-09-22,ABBV,143.01,12.507882882882884,11.43358962816242,2022-09-30
2022-09-23,ABBV,143.06,12.507882882882884,11.437587107229675,2022-09-30
2022-09-26,ABBV,141.21,12.507882882882884,11.289680381741244,2022-09-30
2022-09-27,ABBV,141.72,12.507882882882884,11.330454668227244,2022-09-30
2022-09-28,ABBV,144.6,12.507882882882884,11.560709462501125,2022-09-30
2022-09-29,ABBV,142.72,12.507882882882884,11.410404249572341,2022-09-30
2022-09-30,ABBV,134.21,12.342905405405405,10.87345285342822,2022-09-30
2022-10-03,ABBV,138.32,12.342905405405405,11.206437662515397,2022-12-31
2022-10-04,ABBV,141.99,12.342905405405405,11.503774462843849,2022-12-31
2022-10-05,ABBV,143.33,12.342905405405405,11.61233885315451,2022-12-31
2022-10-06,ABBV,140.29,12.342905405405405,11.366043519912413,2022-12-31
2022-10-07,ABBV,138.76,12.342905405405405,11.24208567127412,2022-12-31
2022-10-10,ABBV,138.31,12.342905405405405,11.205627480498153,2022-12-31
2022-10-11,ABBV,141.51,12.342905405405405,11.464885726016147,2022-12-31
2022-10-12,ABBV,139.98,12.342905405405405,11.340927877377856,2022-12-31
2022-10-13,ABBV,142.92,12.342905405405405,11.579121390447515,2022-12-31
2022-10-14,ABBV,142.94,12.342905405405405,11.580741754482004,2022-12-31
2022-10-17,ABBV,144.41,12.342905405405405,11.699838511016834,2022-12-31
2022-10-18,ABBV,144.6,12.342905405405405,11.715231969344464,2022-12-31
2022-10-19,ABBV,143.13,12.342905405405405,11.596135212809635,2022-12-31
2022-10-20,ABBV,142.93,12.342905405405405,11.57993157246476,2022-12-31
2022-10-21,ABBV,147.06,12.342905405405405,11.914536745586425,2022-12-31
2022-10-24,ABBV,150.89,12.342905405405405,12.224836458190776,2022-12-31
2022-10-25,ABBV,149.82,12.342905405405405,12.138146982345695,2022-12-31
2022-10-26,ABBV,152.51,12.342905405405405,12.356085944984262,2022-12-31
2022-10-27,ABBV,153.5,12.342905405405405,12.436293964691393,2022-12-31
2022-10-28,ABBV,147.61,12.342905405405405,11.95909675653483,2022-12-31
2022-10-31,ABBV,146.4,12.342905405405405,11.861064732448337,2022-12-31
2022-11-01,ABBV,146.91,12.342905405405405,11.902384015327767,2022-12-31
2022-11-02,ABBV,144.52,12.342905405405405,11.708750513206516,2022-12-31
2022-11-03,ABBV,144.42,12.342905405405405,11.700648693034076,2022-12-31
2022-11-04,ABBV,145.28,12.342905405405405,11.77032434651704,2022-12-31
2022-11-07,ABBV,148.1,12.342905405405405,11.998795675379773,2022-12-31
2022-11-08,ABBV,148.53,12.342905405405405,12.033633502121253,2022-12-31
2022-11-09,ABBV,147.62,12.342905405405405,11.959906938552074,2022-12-31
2022-11-10,ABBV,149.72,12.342905405405405,12.130045162173259,2022-12-31
2022-11-11,ABBV,150.16,12.342905405405405,12.165693170931982,2022-12-31
2022-11-14,ABBV,151.74,12.342905405405405,12.293701929656494,2022-12-31
2022-11-15,ABBV,153.04,12.342905405405405,12.39902559189818,2022-12-31
2022-11-16,ABBV,151.87,12.342905405405405,12.304234295880663,2022-12-31
2022-11-17,ABBV,152.16,12.342905405405405,12.327729574380731,2022-12-31
2022-11-18,ABBV,154.98,12.342905405405405,12.556200903243464,2022-12-31
2022-11-21,ABBV,157.11,12.342905405405405,12.728769672916382,2022-12-31
2022-11-22,ABBV,159.79,12.342905405405405,12.945898453537703,2022-12-31
2022-11-23,ABBV,159.39,12.342905405405405,12.913491172847953,2022-12-31
2022-11-25,ABBV,159.62,12.342905405405405,12.93212535924456,2022-12-31
2022-11-28,ABBV,158.43,12.342905405405405,12.835713699192556,2022-12-31
2022-11-29,ABBV,158.2,12.342905405405405,12.817079512795948,2022-12-31
2022-11-30,ABBV,161.18,12.342905405405405,13.058513753934584,2022-12-31
2022-12-01,ABBV,161.63,12.342905405405405,13.09497194471055,2022-12-31
2022-12-02,ABBV,163.66,12.342905405405405,13.25943889421103,2022-12-31
2022-12-05,ABBV,163.94,12.342905405405405,13.282123990693854,2022-12-31
2022-12-06,ABBV,163.72,12.342905405405405,13.264299986314493,2022-12-31
2022-12-07,ABBV,165.4,12.342905405405405,13.400410565211441,2022-12-31
2022-12-08,ABBV,165.99,12.342905405405405,13.448211304228822,2022-12-31
2022-12-09,ABBV,163.06,12.342905405405405,13.210827973176407,2022-12-31
2022-12-12,ABBV,165.32,12.342905405405405,13.393929109073492,2022-12-31
2022-12-13,ABBV,164.79,12.342905405405405,13.350989462159573,2022-12-31
2022-12-14,ABBV,164.86,12.342905405405405,13.356660736280281,2022-12-31
2022-12-15,ABBV,163.1,12.342905405405405,13.214068701245381,2022-12-31
2022-12-16,ABBV,160.48,12.342905405405405,13.00180101272752,2022-12-31
2022-12-19,ABBV,161.49,12.342905405405405,13.08362939646914,2022-12-31
2022-12-20,ABBV,160.58,12.342905405405405,13.00990283289996,2022-12-31
2022-12-21,ABBV,162.21,12.342905405405405,13.141962501710688,2022-12-31
2022-12-22,ABBV,163.27,12.342905405405405,13.227841795538525,2022-12-31
2022-12-23,ABBV,163.1,12.342905405405405,13.214068701245381,2022-12-31
2022-12-27,ABBV,162.99,12.342905405405405,13.205156699055701,2022-12-31
2022-12-28,ABBV,162.23,12.342905405405405,13.143582865745175,2022-12-31
2022-12-29,ABBV,162.56,12.342905405405405,13.170318872314219,2022-12-31
2022-12-30,ABBV,161.61,12.342905405405405,13.093351580676066,2022-12-31
2023-01-03,ABBV,162.38,13.637795275590552,11.906616628175518,2023-03-31
2023-01-04,ABBV,163.69,13.637795275590552,12.002673210161662,2023-03-31
2023-01-05,ABBV,163.49,13.637795275590552,11.988008083140878,2023-03-31
2023-01-06,ABBV,166.55,13.637795275590552,12.21238452655889,2023-03-31
2023-01-09,ABBV,161.66,13.637795275590552,11.853822170900692,2023-03-31
2023-01-10,ABBV,159.64,13.637795275590552,11.70570438799076,2023-03-31
2023-01-11,ABBV,157.17,13.637795275590552,11.524590069284063,2023-03-31
2023-01-12,ABBV,152.22,13.637795275590552,11.16162817551963,2023-03-31
2023-01-13,ABBV,153.6,13.637795275590552,11.262817551963048,2023-03-31
2023-01-17,ABBV,152.83,13.637795275590552,11.206356812933025,2023-03-31
2023-01-18,ABBV,149.2,13.637795275590552,10.940184757505772,2023-03-31
2023-01-19,ABBV,148.71,13.637795275590552,10.90425519630485,2023-03-31
2023-01-20,ABBV,149.59,13.637795275590552,10.968781755196305,2023-03-31
2023-01-23,ABBV,148.55,13.637795275590552,10.892523094688222,2023-03-31
2023-01-24,ABBV,147.69,13.637795275590552,10.829463048498845,2023-03-31
2023-01-25,ABBV,147.79,13.637795275590552,10.836795612009237,2023-03-31
2023-01-26,ABBV,147.4,13.637795275590552,10.808198614318707,2023-03-31
2023-01-27,ABBV,146.28,13.637795275590552,10.726073903002309,2023-03-31
2023-01-30,ABBV,145.65,13.637795275590552,10.679878752886836,2023-03-31
2023-01-31,ABBV,147.75,13.637795275590552,10.83386258660508,2023-03-31
2023-02-01,ABBV,146.6,13.637795275590552,10.749538106235565,2023-03-31
2023-02-02,ABBV,144.84,13.637795275590552,10.620484988452656,2023-03-31
2023-02-03,ABBV,145.2,13.637795275590552,10.646882217090068,2023-03-31
2023-02-06,ABBV,145.02,13.637795275590552,10.633683602771363,2023-03-31
2023-02-07,ABBV,145.14,13.637795275590552,10.642482678983832,2023-03-31
2023-02-08,ABBV,144.61,13.637795275590552,10.603620092378753,2023-03-31
2023-02-09,ABBV,148.7,13.637795275590552,10.903521939953809,2023-03-31
2023-02-10,ABBV,152.05,13.637795275590552,11.149162817551963,2023-03-31
2023-02-13,ABBV,153.73,13.637795275590552,11.272349884526557,2023-03-31
2023-02-14,ABBV,152.59,13.637795275590552,11.188758660508082,2023-03-31
2023-02-15,ABBV,151.06,13.637795275590552,11.076570438799076,2023-03-31
2023-02-16,ABBV,149.53,13.637795275590552,10.964382217090069,2023-03-31
2023-02-17,ABBV,151.31,13.637795275590552,11.094901847575057,2023-03-31
2023-02-21,ABBV,152.0,13.637795275590552,11.145496535796767,2023-03-31
2023-02-22,ABBV,150.67,13.637795275590552,11.047973441108544,2023-03-31
2023-02-23,ABBV,152.07,13.637795275590552,11.150629330254041,2023-03-31
2023-02-24,ABBV,152.71,13.637795275590552,11.197557736720555,2023-03-31
2023-02-27,ABBV,154.28,13.637795275590552,11.312678983833719,2023-03-31
2023-02-28,ABBV,153.9,13.637795275590552,11.284815242494226,2023-03-31
2023-03-01,ABBV,155.27,13.637795275590552,11.385271362586606,2023-03-31
2023-03-02,ABBV,154.38,13.637795275590552,11.32001154734411,2023-03-31
2023-03-03,ABBV,156.06,13.637795275590552,11.443198614318707,2023-03-31
2023-03-06,ABBV,155.28,13.637795275590552,11.386004618937644,2023-03-31
2023-03-07,ABBV,152.93,13.637795275590552,11.213689376443417,2023-03-31
2023-03-08,ABBV,149.6,13.637795275590552,10.969515011547344,2023-03-31
2023-03-09,ABBV,147.35,13.637795275590552,10.80453233256351,2023-03-31
2023-03-10,ABBV,149.71,13.637795275590552,10.977580831408776,2023-03-31
2023-03-13,ABBV,151.95,13.637795275590552,11.141830254041569,2023-03-31
2023-03-14,ABBV,153.85,13.637795275590552,11.28114896073903,2023-03-31
2023-03-15,ABBV,154.06,13.637795275590552,11.296547344110854,2023-03-31
2023-03-16,ABBV,155.3,13.637795275590552,11.387471131639723,2023-03-31
2023-03-17,ABBV,154.22,13.637795275590552,11.308279445727482,2023-03-31
2023-03-20,ABBV,156.12,13.637795275590552,11.447598152424941,2023-03-31
2023-03-21,ABBV,156.77,13.637795275590552,11.495259815242495,2023-03-31
2023-03-22,ABBV,153.67,13.637795275590552,11.267950346420323,2023-03-31
2023-03-23,ABBV,155.3,13.637795275590552,11.387471131639723,2023-03-31
2023-03-24,ABBV,158.02,13.637795275590552,11.586916859122402,2023-03-31
2023-03-27,ABBV,157.54,13.637795275590552,11.551720554272515,2023-03-31
2023-03-28,ABBV,158.25,13.637795275590552,11.603781755196305,2023-03-31
2023-03-29,ABBV,158.0,13.637795275590552,11.585450346420323,2023-03-31
2023-03-30,ABBV,157.92,13.637795275590552,11.579584295612008,2023-03-31
2023-03-31,ABBV,159.37,13.243243243243244,12.034061224489795,2023-03-31
2023-04-03,ABBV,160.42,13.243243243243244,12.113346938775509,2023-06-30
2023-04-04,ABBV,159.78,13.243243243243244,12.065020408163265,2023-06-30
2023-04-05,ABBV,160.8,13.243243243243244,12.142040816326531,2023-06-30
2023-04-06,ABBV,161.55,13.243243243243244,12.198673469387755,2023-06-30
2023-04-10,ABBV,161.28,13.243243243243244,12.178285714285714,2023-06-30
2023-04-11,ABBV,161.38,13.243243243243244,12.185836734693877,2023-06-30
2023-04-12,ABBV,162.36,13.243243243243244,12.259836734693877,2023-06-30
2023-04-13,ABBV,162.69,13.243243243243244,12.284755102040815,2023-06-30
2023-04-14,ABBV,161.59,13.243243243243244,12.20169387755102,2023-06-30
2023-04-17,ABBV,161.18,13.243243243243244,12.17073469387755,2023-06-30
2023-04-18,ABBV,159.59,13.243243243243244,12.050673469387755,2023-06-30
2023-04-19,ABBV,161.21,13.243243243243244,12.173,2023-06-30
2023-04-20,ABBV,161.74,13.243243243243244,12.213020408163265,2023-06-30
2023-04-21,ABBV,162.41,13.243243243243244,12.263612244897958,2023-06-30
2023-04-24,ABBV,164.08,13.243243243243244,12.389714285714286,2023-06-30
2023-04-25,ABBV,164.9,13.243243243243244,12.451632653061225,2023-06-30
2023-04-26,ABBV,161.8,13.243243243243244,12.217551020408164,2023-06-30
2023-04-27,ABBV,148.87,13.243243243243244,11.241204081632652,2023-06-30
2023-04-28,ABBV,151.12,13.243243243243244,11.411102040816326,2023-06-30
2023-05-01,ABBV,153.71,13.243243243243244,11.606673469387756,2023-06-30
2023-05-02,ABBV,151.62,13.243243243243244,11.448857142857143,2023-06-30
2023-05-03,ABBV,149.25,13.243243243243244,11.269897959183673,2023-06-30
2023-05-04,ABBV,147.36,13.243243243243244,11.127183673469387,2023-06-30
2023-05-05,ABBV,148.03,13.243243243243244,11.17777551020408,2023-06-30
2023-05-08,ABBV,147.45,13.243243243243244,11.133979591836733,2023-06-30
2023-05-09,ABBV,146.83,13.243243243243244,11.087163265306122,2023-06-30
2023-05-10,ABBV,146.42,13.243243243243244,11.056204081632652,2023-06-30
2023-05-11,ABBV,146.59,13.243243243243244,11.069040816326531,2023-06-30
2023-05-12,ABBV,147.15,13.243243243243244,11.111326530612244,2023-06-30
2023-05-15,ABBV,146.59,13.243243243243244,11.069040816326531,2023-06-30
