date,ticker,side,price,shares,value
2020-04-27,UNH,SELL,271.240478515625,0.009735823145463568,2.6407493287190356
2020-04-27,ICLR,SELL,151.02000427246094,0.007018299338567663,1.0599035960958982
2020-04-27,KLAC,SELL,155.57958984375,0.018329293790746062,2.851664010089866
2020-04-27,GDDY,SELL,67.48999786376953,0.04191870176334871,2.8290930924603965
2020-04-27,CBOE,SELL,89.939697265625,0.0020728017432321377,0.18642716127795822
2020-04-27,ANET,SELL,13.619375228881836,0.046277225015170544,0.6302668920330046
2020-06-29,ANET,BUY,12.931875228881836,0.007794107413508966,0.10079242459200088
2020-06-29,CVCO,BUY,195.97999572753906,0.06500252292951156,12.739194166004935
2020-06-29,AMAT,SELL,56.314632415771484,0.048423155815514166,2.7269322201623076
2020-06-29,MORN,SELL,136.27186584472656,0.0033577032797456655,0.4575604908838997
2020-06-29,UNH,SELL,268.4983825683594,0.0016258778834499713,0.43654558195998483
2020-06-29,NTES,SELL,78.5848617553711,0.042432353727528696,3.3345406516328477
2020-06-29,KLAC,SELL,180.49749755859375,0.014974762717958981,2.702907197125322
2020-06-29,ICLR,SELL,162.49000549316406,0.009736141340196777,1.582025659850796
2020-06-29,GDDY,SELL,72.58999633789062,0.021723673992401837,1.5769214155539792
2020-06-29,CBOE,SELL,86.23304748535156,0.00026153979344902917,0.022553373427799173
2020-06-30,TTWO,BUY,139.57000732421875,0.08382142751976182,11.698957252859628
2020-06-30,CVCO,SELL,192.85000610351562,0.004339018223268471,0.8367796908405901
2020-06-30,AMAT,SELL,57.640018463134766,0.023248754482017624,1.340058637588383
2020-06-30,MORN,SELL,136.60125732421875,0.007840554754508814,1.0710296375852852
2020-06-30,UNH,SELL,273.3075866699219,0.004640978989865502,1.268414767505952
2020-06-30,ANET,SELL,13.126874923706055,0.09387848807548216,1.2323311709934845
2020-06-30,KLAC,SELL,183.08641052246094,0.006679675504730142,1.2229578116158493
2020-06-30,ICLR,SELL,168.4600067138672,0.008953366560114646,1.5082841908286273
2020-06-30,GDDY,SELL,73.33000183105469,0.01595669273171503,1.1701043072342403
2020-06-30,CBOE,SELL,86.66973876953125,0.012746654849238617,1.1047492459688897
2020-06-30,NTES,SELL,77.99272918701172,0.01210686948054097,0.944247792698329
2020-07-01,KLAC,BUY,181.83432006835938,0.007531874166965889,1.369553217990683
2020-07-01,TTWO,BUY,144.11000061035156,0.006307665838507493,0.9089977278372086
2020-07-01,CVCO,BUY,190.32000732421875,0.0075820984832530875,1.4430250388656756
2020-07-01,AMAT,BUY,56.90580749511719,0.025279778758706798,1.4385662235621215
2020-07-01,NTES,BUY,77.69483184814453,0.017172715326924295,1.3342312297014374
2020-07-01,ICLR,BUY,167.8300018310547,0.007944336908193772,1.333298077848676
2020-07-01,ANET,BUY,13.09000015258789,0.10102444850433714,1.3224100463368806
2020-07-01,MEDP,BUY,92.94999694824219,0.1397364618107851,12.988503698870637
2020-07-01,CBRE,BUY,44.849998474121094,0.2895987545320684,12.988503698870637
2020-07-01,MORN,SELL,145.0982208251953,0.08564311545897799,12.426663679024486
2020-07-01,UNH,SELL,275.8835754394531,0.042805095150866244,11.809222697246977
2020-07-01,GDDY,SELL,73.8499984741211,0.15953848303199158,11.781916728476173
2020-07-01,CBOE,BUY,89.62442016601562,0.00993829743292916,0.8907141448636775
2020-10-01,ANET,BUY,12.940625190734863,0.0740664015267082,0.9584655413836032
2020-10-01,TTWO,BUY,166.11000061035156,1.0693858484577913e-17,1.7763568394002505e-15
2020-10-01,AMAT,BUY,58.02287292480469,0.009570078620761487,0.5552834556928339
2020-10-01,NTES,BUY,84.45055389404297,4.206856574627043e-17,3.552713678800501e-15
2020-10-01,KLAC,BUY,188.1292266845703,0.0019167723861597955,0.3606009067385809
2020-10-01,ICLR,BUY,196.77999877929688,9.027120898565327e-18,1.7763568394002505e-15
2020-10-01,CBOE,BUY,82.69278717041016,0.021946186303026936,1.8147913131583768
2020-10-01,MEDP,SELL,114.16000366210938,0.018864422126789838,2.153562499077905
2020-10-01,CBRE,BUY,47.400001525878906,0.0015141578892072212,0.07177108625884387
2020-10-01,TTWO,SELL,166.11000061035156,0.007059125010369447,1.1725912597810169
2020-10-01,NTES,SELL,84.45055389404297,0.0037788710257266414,0.3191277512167652
2020-10-01,ICLR,SELL,196.77999877929688,0.007268094335763134,1.430215594519284
2020-10-01,CVCO,SELL,182.92999267578125,0.06824560318949617,12.484167691608809
2020-10-01,IT,BUY,125.72000122070312,0.10975781386406162,13.798752492971534
2020-11-02,AVGO,BUY,31.445480346679688,0.33353502955919345,10.488169216932846
2020-11-02,IT,SELL,125.0199966430664,0.025865880584966288,3.233752303902442
2020-11-02,MEDP,SELL,113.68000030517578,0.0286115788397202,3.2525642912309536
2020-11-02,PANW,BUY,36.974998474121094,0.2836557038473861,10.488169216932846
2020-11-02,CBRE,SELL,52.66999816894531,0.09198305516761114,4.844747347252074
2020-11-02,TTWO,SELL,154.02999877929688,0.014978237515901974,2.3070979062904
2020-11-02,NTES,SELL,76.81048583984375,0.026848398023223828,2.062238496185323
2020-11-02,KLAC,SELL,191.2019500732422,0.018493320488712085,3.535958940771195
2020-11-02,ICLR,SELL,186.3300018310547,0.013834599056794971,2.5778008675845143
2020-11-02,CBOE,SELL,77.82028198242188,0.03209342909156297,2.497519701688292
2020-11-02,ANET,SELL,13.507499694824219,0.28984259306865473,3.915048737421914
2020-11-02,AMAT,SELL,57.71673583984375,0.0560977507019076,3.2377790584714106
2020-11-03,ICLR,BUY,190.3699951171875,0.0008403934220804072,0.1599856916579636
2020-11-03,AVGO,BUY,31.670183181762695,0.00986552968591367,0.3124431323380037
2020-11-03,IT,BUY,140.8000030517578,1.2616170460928649e-17,1.7763568394002505e-15
2020-11-03,MEDP,BUY,113.58000183105469,0.003491946627853821,0.39661530438558223
2020-11-03,CBRE,BUY,51.93000030517578,0.010297420853405816,0.5347450680598875
2020-11-03,TTWO,BUY,158.8800048828125,0.0003596682224894374,0.05714408894531431
2020-11-03,AMAT,BUY,59.15176010131836,0.0021405901480532835,0.1266196749128934
2020-11-03,NTES,BUY,78.24960327148438,0.0024394191889274097,0.190883583746416
2020-11-03,ANET,BUY,15.593125343322754,1.1391923044862313e-16,1.7763568394002505e-15
2020-11-03,CBOE,BUY,80.96593475341797,2.1939558220505342e-17,1.7763568394002503e-15
2020-11-03,PANW,BUY,37.98666763305664,0.00264365573497925,0.10042367174088085
2020-11-03,ULTA,BUY,217.52999877929688,0.049995672675227185,10.875558616012295
2020-11-03,IT,SELL,140.8000030517578,0.006650751600892822,0.9364258457021926
2020-11-03,KLAC,SELL,199.38027954101562,0.0003070700926283733,0.06122372090693063
2020-11-03,CBOE,SELL,80.96593475341797,0.0004515918544354896,0.036563556621398874
2020-11-03,ANET,SELL,15.593125343322754,0.07901151722374106,1.232036491635899
2020-11-03,KLAC,BUY,199.38027954101562,1.7818781711907735e-17,3.552713678800501e-15
2020-12-28,KLAC,BUY,244.4768524169922,2.1797853111717982e-17,5.329070518200751e-15
2020-12-28,NTES,BUY,83.1882095336914,0.008931796833816638,0.7430201865238999
2020-12-28,ICLR,BUY,191.3800048828125,0.007167490507818203,1.3717143683837598
2020-12-28,AMAT,BUY,81.43467712402344,4.362654589260281e-17,3.552713678800501e-15
2020-12-28,CBOE,BUY,87.48950958251953,0.006322482698157572,0.5531509106057708
2020-12-28,CBRE,BUY,62.970001220703125,2.820957289129326e-17,1.7763568394002505e-15
2020-12-28,MEDP,BUY,138.2100067138672,2.570518418507567e-17,3.552713678800501e-15
2020-12-28,IT,BUY,159.2100067138672,4.6506545414407714e-05,0.0074043074076666215
2020-12-28,TTWO,BUY,201.1199951171875,2.649697020475581e-17,5.329070518200751e-15
2020-12-28,ANET,BUY,18.18375015258789,9.768924586479986e-17,1.7763568394002505e-15
2020-12-28,TTWO,SELL,201.1199951171875,0.007269151343057469,1.4619716826218152
2020-12-28,ULTA,SELL,278.1700134277344,0.005760231157451821,1.602323578415227
2020-12-28,KLAC,SELL,244.4768524169922,0.004214957471041437,1.030459535591696
2020-12-28,AMAT,SELL,81.43467712402344,0.032756202038485435,2.6674907368133396
2020-12-28,HOLX,BUY,72.58000183105469,0.16953669124483856,12.304973360981336
2020-12-28,ANET,SELL,18.18375015258789,0.020756921918202147,0.37743868209736325
2020-12-28,MEDP,SELL,138.2100067138672,0.006721420110584098,0.9289675186105502
2020-12-28,AVGO,SELL,38.99327850341797,0.027834035134990644,1.0853402838926112
2020-12-28,PANW,SELL,60.246665954589844,0.0820561344011404,4.943608518790434
2020-12-28,CBRE,SELL,62.970001220703125,0.01401719199553101,0.8826625970694177
2020-12-31,AVGO,SELL,39.532291412353516,0.02165481776204158,0.8560645662504367
2020-12-31,LOGI,BUY,91.17765045166016,1.9482371289464464e-17,1.7763568394002505e-15
2020-12-31,AVGO,BUY,39.532291412353516,4.4934325229757706e-17,1.7763568394002505e-15
2020-12-31,LOGI,BUY,91.17765045166016,0.1274325798844119,11.619003224854167
2020-12-31,HOLX,SELL,72.83000183105469,0.010000745443175406,0.7283543089383766
2020-12-31,ULTA,SELL,287.1600036621094,0.0037736673268061256,1.0836463233852296
2020-12-31,PANW,SELL,59.231666564941406,0.008081207485586913,0.4786633872283925
2020-12-31,IT,SELL,160.19000244140625,0.004755051680933023,0.7617117403776739
2020-12-31,MEDP,SELL,139.1999969482422,0.005561134778326843,0.77410994417186
2020-12-31,CBRE,SELL,62.720001220703125,0.0101581250350642,0.6371176145992816
2020-12-31,TTWO,SELL,207.7899932861328,0.005265198766467151,1.094055616334364
2020-12-31,AMAT,SELL,82.80675506591797,0.010787699326803027,0.8932943758793465
2020-12-31,NTES,SELL,87.42383575439453,0.015012981506754338,1.3124924294302538
2020-12-31,KLAC,SELL,245.73916625976562,0.003050001121858927,0.7495047327769626
2020-12-31,ICLR,SELL,194.97999572753906,0.004705278764447356,0.9174352333888258
2020-12-31,CBOE,SELL,87.32072448730469,0.0075838964750510034,0.6622313346381699
2020-12-31,ANET,SELL,18.160625457763672,0.03691071207949151,0.6703216174549986
2021-01-04,HOLX,SELL,73.12000274658203,0.012450781254355756,0.910401159515585
2021-01-04,LOGI,SELL,92.37846374511719,0.011010773332675961,1.0171583251183094
2021-01-04,GMAB,BUY,40.7599983215332,0.2638583925063331,10.754867635680586
2021-01-04,INCY,BUY,86.44999694824219,0.1244056450588373,10.754867635680586
2021-01-04,IT,BUY,158.07000732421875,1.1237785519657437e-17,1.7763568394002505e-15
2021-01-04,TTWO,BUY,201.85000610351562,8.800380409645732e-18,1.7763568394002505e-15
2021-01-04,PANW,BUY,58.61000061035156,3.030808430134216e-17,1.7763568394002505e-15
2021-01-04,PANW,SELL,58.61000061035156,0.012663168972181685,0.7421883411885535
2021-01-04,AMAT,BUY,83.35370635986328,2.1311072020375173e-17,1.7763568394002505e-15
2021-01-04,AVGO,SELL,38.391963958740234,0.013778404305000968,0.5289800014865484
2021-01-04,ULTA,SELL,282.4700012207031,0.04046177419096924,11.429237405114895
2021-01-04,MEDP,SELL,134.4199981689453,0.0034604210835733587,0.46514979571771065
2021-01-04,IT,SELL,158.07000732421875,0.004494000891701847,0.7103667538663565
2021-01-04,ANET,SELL,17.697500228881836,0.03208545086618022,0.5678322740480013
2021-01-04,CBOE,SELL,86.84246063232422,0.00921780895349214,0.8004972111599269
2021-01-04,ICLR,SELL,192.02000427246094,0.0035816450243495576,0.6877474928780405
2021-01-04,CBRE,SELL,59.5,0.18525196107647515,11.022491684050271
2021-01-04,NTES,SELL,88.30931854248047,0.011117966605749945,0.9818200545318323
2021-01-04,AMAT,SELL,83.35370635986328,0.01128781100799122,0.9408808842057326
2021-01-04,TTWO,SELL,201.85000610351562,0.002635566108815988,0.5319890351507262
2021-01-04,KLAC,SELL,247.08697509765625,0.003755205990289598,0.9278624890092555
2021-01-05,INCY,BUY,85.87000274658203,0.0026555966470116293,0.22803609137270264
2021-01-05,LOGI,BUY,93.48546600341797,0.00028883993385213667,0.027002335816563416
2021-01-05,PANW,BUY,58.358333587646484,0.0034624386114343875,0.20206214751283547
2021-01-05,AVGO,BUY,38.65199661254883,0.0021483426449284875,0.08303773263437009
2021-01-05,IT,BUY,159.7100067138672,0.0002773665755586215,0.04429821764466979
2021-01-05,MEDP,BUY,133.99000549316406,0.001420143296678725,0.19028500812306248
2021-01-05,TTWO,BUY,204.74000549316406,9.270712405194918e-06,0.0018980857087651517
2021-01-05,CBOE,BUY,86.78621673583984,0.001876415189013652,0.16284697528016068
